id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
67,142,kích_ứng,30/04/2023,12:02,5,422206648,positive
68,2553,,9/11/2020,16:19,5,204100018,positive
69,1245,,11/6/2023,13:56,5,422212331,positive
70,2336,thoải_mái,2/5/2023,16:23,5,422205163,positive
71,3362,mát_da,22/06/2019,10:13,5,201600019,positive
72,2434,nhạy_cảm,27/02/2021,20:52,5,422205164,positive
73,2523,,20/08/2023,14:23,5,200500293,positive
74,1282,,11/10/2021,9:44,5,422216603,positive
75,742,,16/09/2022,13:35,4,200400003,positive
76,1370,,15/04/2023,16:18,3,318900002,negative
77,384,nhạy_cảm kích_ứng,29/10/2023,9:58,5,422212097,positive
78,1061,,15/08/2023,0:07,5,422204910,positive
79,3533,như_không hỗn_hợp kích_ứng li_ti hỗn_hợp,18/12/2022,12:22,4,422202629,positive
80,469,,10/5/2023,13:14,5,204900013,positive
81,1944,,18/11/2023,15:41,5,422209262,positive
82,306,phải_chăng,3/1/2021,10:11,4,205100146,positive
83,421,hỗn_hợp trong_suốt kha_khá,14/11/2022,7:43,5,422208975,positive
84,270,,27/03/2022,19:06,5,327500002,positive
85,2382,nhẹ_nhàng thoải_mái,29/04/2023,12:40,5,308500015,positive
86,1490,,2/11/2020,11:57,5,204900056,positive
87,2498,dễ_chịu,3/5/2023,18:13,5,422206537,positive
88,1972,thích_hợp,20/07/2023,19:01,5,100150059,positive
89,1348,,22/05/2021,13:24,5,422207414,positive
91,801,,13/10/2020,19:19,5,100230064,positive
92,679,dễ_dàng thoải_mái,2/5/2023,10:00,5,422205164,positive
93,138,,2/7/2023,20:04,5,422205809,positive
94,1394,,5/10/2021,12:11,3,422200305,negative
95,350,,6/8/2022,14:11,5,422203301,positive
96,715,,20/04/2023,10:06,5,200400004,positive
97,1734,dễ_chịu,20/11/2023,10:08,5,100220037,positive
98,3854,nhỏ_xíu hiệu_quả,28/03/2022,14:56,1,100210020,negative
99,2241,nhạy_cảm,10/10/2023,20:20,5,206400009,positive
100,689,,1/5/2023,9:30,5,204100019,positive
101,140,nhạy_cảm,13/12/2023,23:42,5,204100078,positive
102,415,tuyệt_vời,15/03/2023,7:31,5,422208974,positive
103,35,hiệu_quả,17/04/2023,13:48,5,100230059,positive
104,4319,hiệu_quả,11/4/2020,17:53,4,223600032,positive
105,403,,15/04/2023,20:27,5,422208972,positive
106,616,nặng_mặt,27/03/2022,2:21,4,253900006,positive
107,1162,bình_thường,2/9/2023,17:31,4,422217292,positive
108,2438,,8/11/2020,0:07,5,422205162,positive
109,2466,,18/06/2019,16:19,5,422205160,positive
110,236,,30/11/2021,21:32,5,422204259,positive
111,3338,,4/10/2019,19:19,4,223600010,positive
112,1453,,20/08/2022,11:48,3,204900159,negative
113,2427,,2/6/2021,12:25,5,422202253,positive
114,341,tự_nhiên khó_chịu khó_chịu,14/03/2020,15:54,5,422211446,positive
116,56,nhạy_cảm,1/8/2022,22:43,5,318900012,positive
117,2456,hiệu_quả,10/2/2020,16:15,5,308500013,positive
118,966,hỗn_hợp cần_thiết,29/03/2023,15:47,5,357100004,positive
119,2986,tiện_lợi nhiệt_tình,7/8/2023,16:06,5,422200342,positive
120,1711,,6/5/2024,7:14,5,100220035,positive
121,2749,,13/10/2022,20:51,5,331300002,positive
122,676,,17/01/2023,16:16,3,226200018,negative
123,1495,,30/04/2020,20:11,5,204900159,positive
125,2753,,11/6/2022,12:45,5,422211276,positive
126,704,,28/04/2023,18:42,5,100230057,positive
127,2140,,21/02/2024,8:23,4,422209841,positive
128,404,,9/4/2023,21:46,4,200400003,positive
129,2796,hiệu_quả,24/09/2024,15:13,5,100180113,positive
130,253,hợp_lý,12/8/2021,8:37,4,205100146,positive
131,691,dễ_chịu,30/04/2023,16:45,5,204100054,positive
132,701,,29/04/2023,18:34,5,100230064,positive
133,1220,,25/10/2020,13:38,5,422217292,positive
134,2195,,23/08/2022,7:32,4,249500028,positive
135,4038,,19/01/2021,0:34,5,365000013,positive
136,2308,,2/8/2024,21:59,5,422205164,positive
137,2385,dễ_chịu,29/04/2023,11:21,3,204100019,negative
138,2327,dễ_chịu,3/5/2023,17:48,5,204100019,positive
139,145,hiệu_quả,19/04/2023,20:48,5,422211446,positive
140,2891,bình_thường,8/1/2021,8:23,5,358300002,positive
141,35,,17/04/2023,13:44,5,318900011,positive
142,3972,,29/10/2022,21:52,5,331300002,positive
143,162,,9/1/2021,6:40,3,248700035,negative
144,1144,kích_ứng nhạy_cảm kích_ứng,7/8/2023,14:20,5,422218629,positive
145,672,dễ_dàng thoải_mái,4/5/2023,16:47,5,308500004,positive
146,171,,18/11/2022,0:24,4,422206648,positive
147,2665,,10/4/2022,12:23,1,243300007,negative
149,3317,,12/11/2021,10:02,1,308500037,negative
150,562,,20/04/2021,11:08,5,204900013,positive
151,745,,29/08/2022,8:59,5,200400004,positive
152,3342,,14/08/2020,13:40,5,308100018,positive
153,3684,,17/03/2022,11:49,5,226200017,positive
154,205,,19/05/2022,23:21,5,422211446,positive
155,680,,30/04/2023,14:33,5,308500013,positive
156,256,,27/12/2022,18:58,5,200400004,positive
157,1074,nhạy_cảm kích_ứng,18/12/2022,18:50,5,422201504,positive
158,1292,,15/05/2019,11:49,5,204900056,positive
159,2431,,26/04/2021,19:37,5,308500004,positive
160,2105,,24/06/2021,5:49,5,422211501,positive
162,2453,,30/03/2020,0:37,5,308500018,positive
163,1428,,6/1/2021,17:24,5,422217029,positive
164,695,dễ_dàng thoải_mái,29/04/2023,11:43,5,308500009,positive
165,3116,,7/2/2024,11:07,5,223600035,positive
166,1492,,16/10/2020,10:37,5,100230069,positive
167,3015,,15/12/2016,12:33,5,100150066,positive
168,792,nhạy_cảm,4/4/2021,1:56,3,355500010,negative
169,1895,,12/4/2024,21:35,5,422205163,positive
170,788,hỗn_hợp nhạy_cảm,17/06/2021,9:42,5,100230064,positive
171,3873,,2/4/2023,9:25,5,422208242,positive
172,2459,,10/1/2020,14:31,5,308500009,positive
173,157,sạch_sẽ an_toàn,30/01/2023,11:22,5,422211446,positive
174,2418,,13/08/2021,17:20,5,343100028,positive
175,243,,6/10/2021,22:27,5,422208807,positive
176,1083,dễ_chịu,5/6/2022,22:38,5,422204906,positive
177,2143,,15/04/2023,18:34,5,310100003,positive
178,858,,8/4/2024,22:06,5,214000001,positive
179,409,,11/4/2023,15:37,5,100230057,positive
180,1513,,8/6/2023,20:18,5,422211548,positive
181,273,,26/06/2021,23:08,5,422208807,positive
182,4390,an_toàn nhẹ_nhàng dễ_chịu,22/10/2017,2:34,5,100750038,positive
185,1670,,9/12/2021,11:18,5,318900019,positive
186,545,,15/05/2021,20:22,4,365000014,positive
187,409,,11/4/2023,15:37,5,200400004,positive
188,2305,,26/12/2016,7:44,4,100150058,positive
189,712,,27/04/2023,17:29,5,308500015,positive
190,1149,,11/1/2023,15:22,5,422218631,positive
191,262,,15/07/2021,21:58,4,357100011,positive
192,135,,22/10/2024,6:08,5,422217972,positive
193,2052,khó_chịu,14/09/2022,9:58,1,422207413,negative
194,815,,24/02/2020,23:20,5,422216594,positive
195,441,trực_tiếp thực_sự,23/10/2023,13:11,5,204900013,positive
196,1114,dễ_chịu,30/10/2021,1:27,3,223600040,negative
197,2659,,30/06/2022,12:06,5,422203809,positive
198,2596,,20/11/2018,19:16,5,100230069,positive
199,761,thực_sự,13/02/2022,17:32,5,204100003,positive
200,16,,14/10/2023,16:54,5,205100136,positive
202,2214,,15/01/2021,14:47,5,206200079,positive
204,2638,hợp_lý,20/11/2023,20:36,5,422203301,positive
205,2260,,23/04/2021,2:03,5,245500001,positive
206,2372,dễ_dàng thoải_mái,29/04/2023,19:36,5,422205163,positive
207,2953,,13/12/2019,10:37,5,200500283,positive
208,409,,11/4/2023,15:37,5,100230059,positive
209,246,,22/09/2021,18:30,5,422211446,positive
210,2288,khác_biệt,31/05/2022,14:39,5,223600017,positive
211,3007,hoàn_toàn thiên_nhiên,20/02/2022,14:03,5,253900007,positive
212,703,dễ_dàng thoải_mái,28/04/2023,12:34,5,422205163,positive
213,2319,dễ_dàng thoải_mái,4/5/2023,17:45,5,308500009,positive
214,350,,29/09/2019,10:10,5,205100137,positive
215,709,,27/04/2023,19:27,5,100230056,positive
216,189,,16/11/2022,9:16,5,422203617,positive
218,1734,dễ_chịu,20/11/2023,10:08,5,422206042,positive
219,2927,nội_tiết,29/04/2024,23:25,5,422207148,positive
220,1478,,13/08/2021,20:06,5,204900004,positive
221,815,,24/02/2020,23:20,5,100230064,positive
222,749,quốc_dân,21/07/2022,20:04,5,200400003,positive
223,4298,nhễ_nhại,11/3/2024,21:32,5,422205635,positive
224,1157,,10/8/2024,21:43,5,422212871,positive
225,2460,hạn_chế,10/11/2019,19:55,5,422205162,positive
226,2221,nhạy_cảm kích_ứng,25/07/2023,16:55,5,211300005,positive
227,581,,27/11/2023,15:44,5,253900006,positive
228,1594,,11/2/2023,18:12,4,327500002,positive
229,1665,,9/3/2022,12:23,5,318900005,positive
230,3111,,17/05/2021,20:15,5,204100013,positive
231,695,,29/04/2023,18:46,5,200400004,positive
232,2285,nhạy_cảm,21/07/2023,10:50,5,100150059,positive
233,684,,30/04/2023,18:47,5,100230057,positive
234,3876,,25/01/2024,21:30,5,248700076,positive
235,4114,,18/11/2023,17:04,5,422207812,positive
236,1176,,22/08/2022,19:46,3,249500013,negative
237,1051,,30/04/2021,17:40,5,248700035,positive
238,722,,14/04/2023,13:58,5,100230056,positive
239,336,tuyệt_vời,25/04/2020,22:17,5,205100146,positive
240,2662,,21/05/2022,10:07,1,243300007,negative
241,3463,cá_nhân thực_sự,23/05/2024,13:39,5,343100024,positive
242,368,nhẹ_nhàng,26/10/2018,19:15,5,422206648,positive
243,257,,8/8/2021,20:26,5,422200306,positive
244,1188,,11/6/2022,10:51,5,249500013,positive
245,4233,,26/08/2023,22:34,5,345800008,positive
246,429,,9/8/2024,8:10,5,422216416,positive
247,286,,28/05/2021,8:13,5,205100146,positive
249,1402,,5/4/2021,20:40,4,422220469,positive
250,2349,dễ_dàng thoải_mái,1/5/2023,12:01,5,422205160,positive
251,1387,hỗn_hợp,28/12/2021,21:08,5,422209663,positive
252,3666,kích_ứng,5/9/2021,20:44,5,422206043,positive
253,1219,dễ_chịu,1/11/2020,21:03,5,249500013,positive
254,3323,,24/02/2022,23:46,5,223600034,positive
255,3146,,8/8/2024,20:51,5,357100011,positive
257,1631,,10/6/2023,11:30,5,422209094,positive
258,2094,,10/4/2021,23:33,5,308500037,positive
259,1824,,21/10/2024,15:54,5,204900010,positive
260,2195,,23/08/2022,7:32,4,249500021,positive
261,788,thực_tế như_sau rủng_rỉnh nhạy_cảm kích_ứng vô_tư hỗn_hợp nhạy_cảm dậy_thì an_toàn hiệu_quả hiệu_quả bình_dân,26/06/2021,20:21,5,211300002,positive
262,316,,3/11/2020,10:53,5,205100137,positive
263,3324,,23/02/2022,13:33,5,223600010,positive
264,799,,19/12/2020,21:32,5,100230064,positive
265,4154,hoàn_toàn,12/1/2023,14:32,2,422205162,negative
266,2795,,28/12/2020,17:50,5,365000020,positive
267,2377,dễ_dàng thoải_mái,29/04/2023,16:14,5,422205162,positive
269,336,,28/02/2020,20:48,5,422211489,positive
270,2514,thích_hợp,1/3/2023,2:10,5,248700062,positive
271,1633,,10/12/2021,23:47,5,245500002,positive
272,396,,15/04/2024,21:53,5,422218099,positive
273,1296,,13/07/2023,13:02,5,422211878,positive
274,2397,dễ_dàng thoải_mái,27/04/2023,16:32,5,308500009,positive
275,809,kích_ứng,11/8/2020,16:41,5,200400004,positive
276,333,hiệu_quả,26/06/2020,19:36,5,422211447,positive
277,1474,,28/10/2021,13:41,5,204900056,positive
279,3218,,16/03/2023,13:31,5,223600034,positive
280,229,nổi_bọt khó_chịu,21/01/2022,23:48,4,205100146,positive
281,2453,,30/03/2020,0:37,5,308500004,positive
282,847,,15/01/2023,7:47,5,249500007,positive
283,2410,,16/11/2022,13:52,5,422205163,positive
284,220,,9/3/2022,0:31,3,217300001,negative
285,2610,kích_ứng,4/8/2022,12:42,5,371600006,positive
286,745,,29/08/2022,8:59,5,422216594,positive
287,297,mềm_mại nhẹ_nhàng,17/03/2021,14:22,5,100230069,positive
288,336,tuyệt_vời,25/04/2020,22:17,5,422204259,positive
289,147,,10/4/2023,16:01,5,205100136,positive
290,1906,,3/8/2022,15:09,5,100210023,positive
291,2653,,19/08/2023,17:50,5,422203807,positive
292,1502,,4/9/2024,15:36,5,422211548,positive
293,128,,18/01/2024,17:40,4,422208345,positive
294,3710,nhạy_cảm kích_ứng,8/4/2023,15:05,5,422200002,positive
295,2655,,14/10/2023,11:39,2,422207562,negative
296,2240,,6/12/2023,10:56,5,206400011,positive
297,4304,hỗn_hợp rõ_rệt,12/8/2024,15:07,5,343100041,positive
298,1982,,21/11/2022,14:37,5,422210146,positive
299,1641,dễ_chịu thoải_mái,4/6/2024,23:28,5,422209718,positive
300,2163,,15/08/2022,14:47,5,211300002,positive
301,2664,,10/4/2022,22:58,1,422203809,negative
302,4016,,20/08/2022,1:13,5,422202153,positive
303,272,dễ_thương,30/06/2021,9:01,5,422211446,positive
304,4328,bình_thường có_thể tối_ưu,25/04/2022,16:43,5,248700027,positive
305,1166,,10/12/2022,21:42,5,422217292,positive
306,824,,8/8/2024,9:45,4,422221873,positive
307,1411,,13/07/2023,0:30,5,422200632,positive
308,4420,nhạy_cảm li_ti,14/10/2022,12:19,3,248700034,negative
309,1643,,8/7/2018,6:08,5,100160022,positive
310,1201,như_không,18/11/2021,23:28,5,249500007,positive
311,3046,chu_đáo lâu_dài,6/5/2024,22:19,5,422203645,positive
312,2448,,21/06/2020,13:55,4,308500004,positive
313,2905,hỗn_hợp,29/06/2022,11:50,3,204100003,negative
314,632,,22/10/2020,17:16,5,207500001,positive
315,3567,đặc_biệt,8/1/2023,23:28,3,422205164,negative
316,3503,,10/6/2021,9:35,2,365000017,negative
317,3866,,2/2/2023,11:54,2,327500002,negative
318,1487,lâu_dài,10/1/2021,12:01,5,204900128,positive
319,3426,,17/07/2023,23:29,2,422206513,negative
320,1479,,11/7/2021,19:55,5,204900056,positive
321,2399,dễ_dàng thoải_mái,27/04/2023,16:10,5,308500037,positive
322,723,,24/10/2021,15:43,3,422214146,negative
323,2645,,13/05/2022,17:43,5,422203301,positive
324,229,nổi_bọt khó_chịu,21/01/2022,23:48,4,422208807,positive
325,1170,,28/10/2022,16:41,4,249500013,positive
326,546,,16/02/2022,8:53,1,204900013,negative
327,632,,22/10/2020,17:16,5,100230069,positive
329,704,,28/04/2023,18:42,5,200400004,positive
330,1765,,17/08/2021,3:54,5,318900002,positive
331,1474,,28/10/2021,13:39,5,422204231,positive
332,1445,dễ_chịu,2/5/2023,15:04,5,422210784,positive
333,3578,,22/01/2021,16:35,5,422201092,positive
334,331,tuyệt_vời,27/07/2020,13:27,5,422206648,positive
335,855,dễ_chịu,4/8/2024,16:03,5,422204795,positive
336,35,hiệu_quả,17/04/2023,13:48,5,100230056,positive
337,1239,,25/09/2023,19:38,4,422203901,positive
338,80,,20/07/2021,17:52,4,318900012,positive
339,2461,,21/10/2019,5:26,5,100220010,positive
340,674,,3/5/2023,19:02,5,422216594,positive
341,2561,nhanh_chóng,30/01/2024,20:01,5,308900002,positive
342,2750,tự_nhiên đặc_biệt tuyệt_vời,15/06/2022,14:41,5,248700035,positive
343,3082,,24/07/2024,19:36,5,422204281,positive
344,869,,15/04/2023,22:10,5,204900159,positive
345,1949,thoải_mái,1/8/2024,19:28,5,422209724,positive
346,1216,,18/01/2021,9:56,5,422215804,positive
347,2336,thoải_mái,2/5/2023,16:23,5,422205160,positive
348,182,,28/05/2022,14:22,4,422208807,positive
349,1727,,20/11/2023,12:46,5,100210014,positive
350,2541,,14/11/2020,21:17,5,422206537,positive
351,2533,bất_ngờ,15/11/2020,16:07,5,204100019,positive
352,3091,,24/06/2021,14:40,5,232500022,positive
353,1902,rõ_rệt rõ_rệt nhạy_cảm,16/09/2022,15:24,5,100210023,positive
354,2382,nhẹ_nhàng thoải_mái,29/04/2023,12:40,5,422205160,positive
355,2271,,13/08/2023,9:25,3,422208157,negative
357,3488,dễ_chịu nhạy_cảm vô_tình,26/07/2018,8:23,5,222600006,positive
358,2858,tệ_hại,23/07/2022,16:20,1,422217292,negative
359,3337,một_chút hai_lòng,13/10/2019,18:13,5,223600009,positive
360,1064,nhạy_cảm,9/7/2023,10:50,5,422211183,positive
361,2171,,10/2/2022,10:28,4,422206043,positive
362,365,,26/10/2018,19:57,4,422204259,positive
363,1080,kích_ứng,25/07/2022,22:56,5,422220606,positive
365,262,,15/07/2021,21:58,4,422203510,positive
366,2297,,3/4/2019,11:45,1,100150059,negative
367,4298,nhễ_nhại,11/3/2024,21:32,5,422205637,positive
368,76,,6/8/2021,23:17,3,318900011,negative
369,1461,đầy_đủ,21/05/2022,11:07,5,204900056,positive
370,1854,,20/05/2023,23:53,5,223600010,positive
371,679,dễ_dàng thoải_mái,2/5/2023,10:00,5,422202253,positive
372,2334,dễ_dàng thoải_mái,2/5/2023,18:34,5,308500004,positive
373,799,,19/12/2020,21:32,5,422216594,positive
374,2588,,21/05/2021,9:12,5,365000019,positive
375,325,,9/9/2020,5:29,4,422206648,positive
376,709,dễ_dàng thoải_mái,28/04/2023,10:15,5,422205164,positive
377,1442,,3/5/2023,17:02,5,204900056,positive
378,1495,,30/04/2020,20:11,5,422210784,positive
379,903,,13/04/2023,15:02,5,422204795,positive
380,144,,21/04/2023,14:27,5,253900006,positive
381,366,dã_man,26/10/2018,19:57,5,422206648,positive
382,270,như_không,16/02/2023,14:11,5,422215804,positive
383,677,,3/5/2023,18:31,5,100230057,positive
384,308,,11/6/2020,11:20,5,204900004,positive
385,2248,,5/5/2024,16:09,5,245500001,positive
386,3029,thực_sự,11/7/2021,19:56,5,343700002,positive
387,2434,nhạy_cảm,27/02/2021,20:52,5,422205160,positive
388,808,cần_thiết,25/07/2023,23:09,5,248100018,positive
389,2277,,2/12/2022,14:12,5,422208238,positive
390,1434,,30/08/2024,16:31,5,204900004,positive
391,1018,dễ_dàng thoải_mái,2/5/2023,17:32,5,308500018,positive
392,23,kích_ứng dễ_chịu,4/9/2023,10:05,5,100750038,positive
393,354,hợp_lý dễ_chịu,4/8/2019,20:33,5,205100137,positive
395,733,,4/1/2023,13:30,5,200400004,positive
396,1509,một_chút thực_tế trung_bình,24/01/2024,21:31,5,422206035,positive
397,3649,,25/11/2023,15:29,5,422206043,positive
398,1410,,21/07/2023,21:24,5,422217029,positive
399,2301,,6/10/2017,3:10,5,422216098,positive
400,216,,12/3/2022,19:29,5,205100136,positive
401,722,,14/04/2023,13:58,5,100230064,positive
402,2291,,23/09/2020,12:51,3,422216098,negative
403,3504,nổi_bật,9/8/2024,19:39,3,422211447,negative
404,2878,rõ_rệt,14/08/2022,23:40,5,358300002,positive
405,4251,kích_ứng nhạy_cảm,22/09/2020,16:57,5,308100018,positive
406,3508,,1/10/2021,11:21,5,377400001,positive
407,2351,dễ_dàng thoải_mái,1/5/2023,10:13,5,308500013,positive
408,1777,hiệu_quả hiệu_quả rõ_rệt,17/06/2021,9:41,5,100240016,positive
409,4002,,11/7/2022,13:28,5,422205673,positive
411,3294,nhiệt_tình,28/10/2024,22:26,5,422205122,positive
412,1491,hỗn_hợp nhạy_cảm kích_ứng,21/08/2020,13:33,5,422210784,positive
413,3598,,29/04/2023,22:09,2,308500004,negative
414,577,,19/03/2023,21:33,5,327500002,positive
415,307,,2/1/2021,11:36,5,205100146,positive
416,2247,,2/6/2021,18:57,2,365000012,negative
417,138,,2/7/2023,20:04,5,422205805,positive
418,3514,dễ_chịu rõ_rệt,24/02/2024,11:20,5,422210047,positive
419,3434,đáng_kể,5/9/2024,1:19,5,204100023,positive
420,4076,rõ_rệt,10/5/2023,11:57,4,345800003,positive
421,1508,,9/4/2024,15:18,5,422211549,positive
422,4282,,6/7/2024,21:44,5,100230026,positive
423,2679,,6/7/2021,20:20,1,422203776,negative
424,2521,,25/05/2022,18:13,4,422206537,positive
425,2331,nhẹ_nhàng thoải_mái,2/5/2023,19:25,5,422205164,positive
426,1289,,7/4/2021,13:02,5,204900009,positive
427,1806,,8/12/2016,7:54,5,100150059,positive
428,3958,,19/11/2023,8:05,5,422213308,positive
429,3361,mát_da,9/5/2020,11:43,5,201600074,positive
430,256,hiệu_quả,15/05/2024,17:22,5,422219399,positive
431,3740,,23/09/2020,13:02,5,377400001,positive
432,3592,,23/03/2024,14:18,5,422207736,positive
433,18,,1/11/2017,18:21,5,100750038,positive
434,4398,,12/9/2020,9:12,2,422207812,negative
435,307,,2/1/2021,11:36,5,422211446,positive
436,3610,,14/04/2021,13:45,5,225200015,positive
437,3961,,14/01/2020,9:48,2,422204259,negative
438,3116,,12/4/2023,22:02,5,256700012,positive
439,767,,30/12/2021,15:32,5,100230056,positive
440,367,hỗn_hợp,26/10/2018,19:22,4,205100136,positive
441,1448,kích_ứng,9/4/2023,20:45,5,422210980,positive
442,629,,5/3/2021,21:21,5,422212100,positive
443,3154,cơ_bản,2/5/2023,13:23,3,422212100,negative
444,2777,hạn_chế thực_sự,17/06/2024,18:09,2,345800003,negative
445,1185,,14/08/2023,4:16,2,422207865,negative
446,1078,rõ_rệt,10/2/2019,8:38,5,201600074,positive
447,216,,12/3/2022,19:29,5,422206648,positive
448,2348,dễ_chịu,1/5/2023,12:49,5,204100054,positive
449,2906,,17/06/2022,11:08,5,204100003,positive
450,3050,,17/09/2023,21:17,5,422203645,positive
451,761,,26/08/2022,7:49,5,422220469,positive
452,1472,,17/11/2021,20:41,5,422210980,positive
453,913,,12/4/2023,15:44,5,422204795,positive
454,3275,chủ_yếu,9/4/2023,11:00,5,422206103,positive
455,1892,,23/09/2023,14:49,2,345800015,negative
456,3671,,14/01/2020,11:36,5,100220010,positive
457,3607,,19/06/2021,15:42,5,225200015,positive
458,746,,17/08/2022,22:14,5,200400003,positive
459,3527,,13/04/2023,19:32,5,422205819,positive
460,2409,nặng_mùi,23/11/2022,11:12,5,308500013,positive
461,1097,nhiệt_tình,24/04/2024,15:38,5,422204657,positive
462,1234,khó_chịu,10/3/2024,11:02,3,422208345,negative
464,2379,dễ_chịu,29/04/2023,15:41,5,204100054,positive
465,2900,,3/12/2023,10:22,5,204100003,positive
466,2169,,25/07/2019,23:37,5,422205160,positive
467,2369,thoải_mái,30/04/2023,11:24,5,422202253,positive
468,2358,dễ_dàng thoải_mái,30/04/2023,17:55,5,308500013,positive
469,792,,4/4/2021,3:00,4,422216594,positive
470,16,,14/10/2023,16:54,5,422211446,positive
471,2547,kích_ứng hiệu_quả mềm_mại,12/11/2020,21:51,5,204100070,positive
472,2365,dễ_chịu,30/04/2023,13:36,5,422206537,positive
473,976,dễ_dàng thoải_mái,2/5/2023,11:36,5,308500009,positive
474,2264,,7/12/2020,13:47,3,245500010,negative
475,2412,,29/03/2022,8:08,5,308500004,positive
476,278,,13/06/2021,18:28,5,422208807,positive
477,1324,dễ_thương,10/11/2021,17:05,5,249500028,positive
478,2658,,3/7/2022,20:47,2,243300007,negative
479,1458,sạch_sẽ,15/06/2022,17:24,5,204900004,positive
480,2537,căng_thẳng lâu_dài,14/11/2020,22:50,5,204100018,positive
481,914,,12/4/2023,14:35,5,204900128,positive
482,1296,,26/06/2023,20:32,5,422202569,positive
483,2339,dễ_chịu,2/5/2023,10:57,5,308500009,positive
484,2084,,30/07/2023,15:20,5,422201374,positive
485,685,dễ_chịu,30/04/2023,14:50,5,204100019,positive
486,217,hiệu_quả tuyệt_vời,5/4/2021,15:22,5,204900159,positive
487,1102,,6/3/2023,23:02,5,422201504,positive
488,780,,16/07/2021,19:30,5,308500037,positive
489,1245,,11/6/2023,13:56,5,422222535,positive
490,4313,,2/4/2021,21:00,4,355500011,positive
491,1140,dễ_chịu,28/02/2024,16:16,4,422218631,positive
